T23,Major trading partners,,,,,,,
Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value,Footnotes,Source
670,Saint Vincent & Grenadines,2010,Major trading partner 3 (% of exports),United States,,4.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
670,Saint Vincent & Grenadines,2015,Major trading partner 3 (% of exports),United States,,4.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
670,Saint Vincent & Grenadines,2021,Major trading partner 3 (% of exports),United States,,14.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
670,Saint Vincent & Grenadines,2010,Major trading partner 3 (% of imports),China,,5.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
670,Saint Vincent & Grenadines,2015,Major trading partner 3 (% of imports),China,,5.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
670,Saint Vincent & Grenadines,2021,Major trading partner 3 (% of imports),China,,6.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
882,Samoa,2010,Major trading partner 1 (% of exports),New Zealand,,9.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
882,Samoa,2015,Major trading partner 1 (% of exports),New Zealand,,15.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
882,Samoa,2021,Major trading partner 1 (% of exports),New Zealand,,23.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
882,Samoa,2010,Major trading partner 1 (% of imports),New Zealand,,30.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
882,Samoa,2015,Major trading partner 1 (% of imports),New Zealand,,26.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
882,Samoa,2021,Major trading partner 1 (% of imports),New Zealand,,23.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
882,Samoa,2010,Major trading partner 2 (% of exports),American Samoa,,4.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
882,Samoa,2015,Major trading partner 2 (% of exports),American Samoa,,18.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
882,Samoa,2021,Major trading partner 2 (% of exports),American Samoa,,21.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
882,Samoa,2010,Major trading partner 2 (% of imports),Singapore,,5.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
882,Samoa,2015,Major trading partner 2 (% of imports),Singapore,,15.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
882,Samoa,2021,Major trading partner 2 (% of imports),Singapore,,16.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
882,Samoa,2010,Major trading partner 3 (% of exports),United States,,2.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
882,Samoa,2015,Major trading partner 3 (% of exports),United States,,5.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
882,Samoa,2021,Major trading partner 3 (% of exports),United States,,18.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
882,Samoa,2010,Major trading partner 3 (% of imports),China,,6.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
882,Samoa,2015,Major trading partner 3 (% of imports),China,,14.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
882,Samoa,2021,Major trading partner 3 (% of imports),China,,13.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
678,Sao Tome and Principe,2010,Major trading partner 1 (% of exports),Netherlands,,15.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
678,Sao Tome and Principe,2015,Major trading partner 1 (% of exports),Netherlands,,36.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
678,Sao Tome and Principe,2021,Major trading partner 1 (% of exports),Netherlands,,45.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
678,Sao Tome and Principe,2010,Major trading partner 1 (% of imports),Portugal,,62.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
678,Sao Tome and Principe,2015,Major trading partner 1 (% of imports),Portugal,,58.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
678,Sao Tome and Principe,2021,Major trading partner 1 (% of imports),Portugal,,49.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
678,Sao Tome and Principe,2010,Major trading partner 2 (% of exports),Belgium,,21.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
678,Sao Tome and Principe,2015,Major trading partner 2 (% of exports),Belgium,,24.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
678,Sao Tome and Principe,2021,Major trading partner 2 (% of exports),Belgium,,21.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
678,Sao Tome and Principe,2010,Major trading partner 2 (% of imports),Angola,,15.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
678,Sao Tome and Principe,2015,Major trading partner 2 (% of imports),Angola,,21.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
678,Sao Tome and Principe,2021,Major trading partner 2 (% of imports),Angola,,12.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
678,Sao Tome and Principe,2010,Major trading partner 3 (% of exports),Portugal,,42.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
678,Sao Tome and Principe,2015,Major trading partner 3 (% of exports),Portugal,,5.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
678,Sao Tome and Principe,2021,Major trading partner 3 (% of exports),Portugal,,13.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
678,Sao Tome and Principe,2010,Major trading partner 3 (% of imports),Togo,,0.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
678,Sao Tome and Principe,2015,Major trading partner 3 (% of imports),Togo,,0.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
678,Sao Tome and Principe,2021,Major trading partner 3 (% of imports),Togo,,9.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
682,Saudi Arabia,2010,Major trading partner 1 (% of exports),Areas nes,,6.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
682,Saudi Arabia,2015,Major trading partner 1 (% of exports),Areas nes,,5.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
682,Saudi Arabia,2021,Major trading partner 1 (% of exports),Areas nes,,71.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
682,Saudi Arabia,2010,Major trading partner 1 (% of imports),China,,11.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
682,Saudi Arabia,2015,Major trading partner 1 (% of imports),China,,14.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
682,Saudi Arabia,2021,Major trading partner 1 (% of imports),China,,20.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
682,Saudi Arabia,2010,Major trading partner 2 (% of exports),United Arab Emirates,,1.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
682,Saudi Arabia,2015,Major trading partner 2 (% of exports),United Arab Emirates,,3.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
682,Saudi Arabia,2021,Major trading partner 2 (% of exports),United Arab Emirates,,4.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
682,Saudi Arabia,2010,Major trading partner 2 (% of imports),United States,,13.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
682,Saudi Arabia,2015,Major trading partner 2 (% of imports),United States,,13.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
682,Saudi Arabia,2021,Major trading partner 2 (% of imports),United States,,10.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
682,Saudi Arabia,2010,Major trading partner 3 (% of exports),China,,1.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
682,Saudi Arabia,2015,Major trading partner 3 (% of exports),China,,2.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
682,Saudi Arabia,2021,Major trading partner 3 (% of exports),China,,4.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
682,Saudi Arabia,2010,Major trading partner 3 (% of imports),United Arab Emirates,,3.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
682,Saudi Arabia,2015,Major trading partner 3 (% of imports),United Arab Emirates,,5.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
