T23,Major trading partners,,,,,,,
Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value,Footnotes,Source
430,Liberia,2021,Major trading partner 2 (% of imports),Singapore,,26.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
430,Liberia,2010,Major trading partner 3 (% of exports),France,,1.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
430,Liberia,2015,Major trading partner 3 (% of exports),France,,4.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
430,Liberia,2021,Major trading partner 3 (% of exports),France,,11.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
430,Liberia,2010,Major trading partner 3 (% of imports),Republic of Korea,,7.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
430,Liberia,2015,Major trading partner 3 (% of imports),Republic of Korea,,4.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
430,Liberia,2021,Major trading partner 3 (% of imports),Republic of Korea,,14.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
434,Libya,2010,Major trading partner 1 (% of exports),Italy,,42.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
434,Libya,2015,Major trading partner 1 (% of exports),Italy,,34.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
434,Libya,2021,Major trading partner 1 (% of exports),Italy,,22.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
434,Libya,2010,Major trading partner 1 (% of imports),Türkiye,,10.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
434,Libya,2015,Major trading partner 1 (% of imports),Türkiye,,8.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
434,Libya,2021,Major trading partner 1 (% of imports),Türkiye,,16.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
434,Libya,2010,Major trading partner 2 (% of exports),Germany,,2.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
434,Libya,2015,Major trading partner 2 (% of exports),Germany,,1.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
434,Libya,2021,Major trading partner 2 (% of exports),Germany,,11.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
434,Libya,2010,Major trading partner 2 (% of imports),China,,9.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
434,Libya,2015,Major trading partner 2 (% of imports),China,,11.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
434,Libya,2021,Major trading partner 2 (% of imports),China,,12.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
434,Libya,2010,Major trading partner 3 (% of exports),Spain,,9.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
434,Libya,2015,Major trading partner 3 (% of exports),Spain,,11.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
434,Libya,2021,Major trading partner 3 (% of exports),Spain,,10.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
434,Libya,2010,Major trading partner 3 (% of imports),Italy,,9.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
434,Libya,2015,Major trading partner 3 (% of imports),Italy,,12.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
434,Libya,2021,Major trading partner 3 (% of imports),Italy,,8.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
440,Lithuania,2010,Major trading partner 1 (% of exports),Russian Federation,,15.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
440,Lithuania,2015,Major trading partner 1 (% of exports),Russian Federation,,13.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
440,Lithuania,2021,Major trading partner 1 (% of exports),Russian Federation,,10.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
440,Lithuania,2010,Major trading partner 1 (% of imports),Germany,,10.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
440,Lithuania,2015,Major trading partner 1 (% of imports),Germany,,11.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
440,Lithuania,2021,Major trading partner 1 (% of imports),Germany,,12.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
440,Lithuania,2010,Major trading partner 2 (% of exports),Latvia,,9.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
440,Lithuania,2015,Major trading partner 2 (% of exports),Latvia,,9.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
440,Lithuania,2021,Major trading partner 2 (% of exports),Latvia,,9.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
440,Lithuania,2010,Major trading partner 2 (% of imports),Russian Federation,,32.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
440,Lithuania,2015,Major trading partner 2 (% of imports),Russian Federation,,16.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
440,Lithuania,2021,Major trading partner 2 (% of imports),Russian Federation,,12.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
440,Lithuania,2010,Major trading partner 3 (% of exports),Germany,,9.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
440,Lithuania,2015,Major trading partner 3 (% of exports),Germany,,7.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
440,Lithuania,2021,Major trading partner 3 (% of exports),Germany,,8.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
440,Lithuania,2010,Major trading partner 3 (% of imports),Poland,,8.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
440,Lithuania,2015,Major trading partner 3 (% of imports),Poland,,10.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
440,Lithuania,2021,Major trading partner 3 (% of imports),Poland,,12.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
442,Luxembourg,2010,Major trading partner 1 (% of exports),Germany,,28.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
442,Luxembourg,2015,Major trading partner 1 (% of exports),Germany,,27.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
442,Luxembourg,2021,Major trading partner 1 (% of exports),Germany,,25.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
442,Luxembourg,2010,Major trading partner 1 (% of imports),Germany,,25.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
442,Luxembourg,2015,Major trading partner 1 (% of imports),Germany,,24.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
442,Luxembourg,2021,Major trading partner 1 (% of imports),Germany,,23.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
442,Luxembourg,2010,Major trading partner 2 (% of exports),France,,16.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
442,Luxembourg,2015,Major trading partner 2 (% of exports),France,,14.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
442,Luxembourg,2021,Major trading partner 2 (% of exports),France,,16.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
442,Luxembourg,2010,Major trading partner 2 (% of imports),Belgium,,24.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
442,Luxembourg,2015,Major trading partner 2 (% of imports),Belgium,,22.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
442,Luxembourg,2021,Major trading partner 2 (% of imports),Belgium,,23.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
442,Luxembourg,2010,Major trading partner 3 (% of exports),Belgium,,12.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
442,Luxembourg,2015,Major trading partner 3 (% of exports),Belgium,,12.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
442,Luxembourg,2021,Major trading partner 3 (% of exports),Belgium,,12.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
442,Luxembourg,2010,Major trading partner 3 (% of imports),France,,14.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
442,Luxembourg,2015,Major trading partner 3 (% of imports),France,,11.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
442,Luxembourg,2021,Major trading partner 3 (% of imports),France,,12.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
450,Madagascar,2010,Major trading partner 1 (% of exports),France,,33.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
450,Madagascar,2015,Major trading partner 1 (% of exports),France,,20.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
450,Madagascar,2021,Major trading partner 1 (% of exports),France,,23.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
450,Madagascar,2010,Major trading partner 1 (% of imports),China,,12.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
450,Madagascar,2015,Major trading partner 1 (% of imports),China,,18.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
450,Madagascar,2021,Major trading partner 1 (% of imports),China,,25.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
450,Madagascar,2010,Major trading partner 2 (% of exports),United States,,4.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
450,Madagascar,2015,Major trading partner 2 (% of exports),United States,,10.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
450,Madagascar,2021,Major trading partner 2 (% of exports),United States,,22.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
450,Madagascar,2010,Major trading partner 2 (% of imports),India,,2.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
450,Madagascar,2015,Major trading partner 2 (% of imports),India,,6.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
450,Madagascar,2021,Major trading partner 2 (% of imports),India,,8.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
450,Madagascar,2010,Major trading partner 3 (% of exports),Germany,,7.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
450,Madagascar,2015,Major trading partner 3 (% of exports),Germany,,5.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
450,Madagascar,2021,Major trading partner 3 (% of exports),Germany,,8.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
450,Madagascar,2010,Major trading partner 3 (% of imports),France,,14.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
450,Madagascar,2015,Major trading partner 3 (% of imports),France,,6.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
450,Madagascar,2021,Major trading partner 3 (% of imports),France,,7.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
454,Malawi,2010,Major trading partner 1 (% of exports),Belgium,,12.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
454,Malawi,2015,Major trading partner 1 (% of exports),Belgium,,10.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
454,Malawi,2021,Major trading partner 1 (% of exports),Belgium,,20.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
454,Malawi,2010,Major trading partner 1 (% of imports),South Africa,,30.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
454,Malawi,2015,Major trading partner 1 (% of imports),South Africa,,18.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
454,Malawi,2021,Major trading partner 1 (% of imports),South Africa,,20.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
454,Malawi,2010,Major trading partner 2 (% of exports),South Africa,,5.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
454,Malawi,2015,Major trading partner 2 (% of exports),South Africa,,7.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
454,Malawi,2021,Major trading partner 2 (% of exports),South Africa,,6.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
454,Malawi,2010,Major trading partner 2 (% of imports),China,,9.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
454,Malawi,2015,Major trading partner 2 (% of imports),China,,13.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
454,Malawi,2021,Major trading partner 2 (% of imports),China,,16.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
454,Malawi,2010,Major trading partner 3 (% of exports),United Kingdom,,4.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
454,Malawi,2015,Major trading partner 3 (% of exports),United Kingdom,,5.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
454,Malawi,2021,Major trading partner 3 (% of exports),United Kingdom,,6.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
454,Malawi,2010,Major trading partner 3 (% of imports),United Arab Emirates,,5.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
454,Malawi,2015,Major trading partner 3 (% of imports),United Arab Emirates,,11.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
454,Malawi,2021,Major trading partner 3 (% of imports),United Arab Emirates,,10.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
458,Malaysia,2010,Major trading partner 1 (% of exports),China,,12.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
458,Malaysia,2015,Major trading partner 1 (% of exports),China,,13.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
458,Malaysia,2021,Major trading partner 1 (% of exports),China,,15.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
458,Malaysia,2010,Major trading partner 1 (% of imports),China,,12.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
458,Malaysia,2015,Major trading partner 1 (% of imports),China,,18.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
458,Malaysia,2021,Major trading partner 1 (% of imports),China,,23.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
458,Malaysia,2010,Major trading partner 2 (% of exports),Singapore,,13.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
458,Malaysia,2015,Major trading partner 2 (% of exports),Singapore,,13.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
458,Malaysia,2021,Major trading partner 2 (% of exports),Singapore,,14.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
458,Malaysia,2010,Major trading partner 2 (% of imports),Singapore,,11.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
458,Malaysia,2015,Major trading partner 2 (% of imports),Singapore,,12.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
458,Malaysia,2021,Major trading partner 2 (% of imports),Singapore,,9.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
458,Malaysia,2010,Major trading partner 3 (% of exports),United States,,9.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
458,Malaysia,2015,Major trading partner 3 (% of exports),United States,,9.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
458,Malaysia,2021,Major trading partner 3 (% of exports),United States,,11.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
458,Malaysia,2010,Major trading partner 3 (% of imports),"Other Asia, nes",,4.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
458,Malaysia,2015,Major trading partner 3 (% of imports),"Other Asia, nes",,5.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
458,Malaysia,2021,Major trading partner 3 (% of imports),"Other Asia, nes",,7.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
462,Maldives,2010,Major trading partner 1 (% of exports),Thailand,,29.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
462,Maldives,2015,Major trading partner 1 (% of exports),Thailand,,25.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
462,Maldives,2021,Major trading partner 1 (% of exports),Thailand,,46.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
462,Maldives,2010,Major trading partner 1 (% of imports),Oman,,0.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
462,Maldives,2015,Major trading partner 1 (% of imports),Oman,,0.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
462,Maldives,2021,Major trading partner 1 (% of imports),Oman,,13.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
462,Maldives,2010,Major trading partner 2 (% of exports),Germany,,2.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
462,Maldives,2015,Major trading partner 2 (% of exports),Germany,,7.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
462,Maldives,2021,Major trading partner 2 (% of exports),Germany,,11.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
462,Maldives,2010,Major trading partner 2 (% of imports),United Arab Emirates,,18.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
462,Maldives,2015,Major trading partner 2 (% of imports),United Arab Emirates,,16.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
462,Maldives,2021,Major trading partner 2 (% of imports),United Arab Emirates,,13.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
462,Maldives,2010,Major trading partner 3 (% of exports),United Kingdom,,9.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
462,Maldives,2015,Major trading partner 3 (% of exports),United Kingdom,,5.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
462,Maldives,2021,Major trading partner 3 (% of exports),United Kingdom,,6.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
462,Maldives,2010,Major trading partner 3 (% of imports),China,,2.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
462,Maldives,2015,Major trading partner 3 (% of imports),China,,7.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
462,Maldives,2021,Major trading partner 3 (% of imports),China,,12.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
466,Mali,2010,Major trading partner 1 (% of exports),South Africa,,57.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
466,Mali,2015,Major trading partner 1 (% of exports),South Africa,,47.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
466,Mali,2021,Major trading partner 1 (% of exports),South Africa,,36.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
466,Mali,2010,Major trading partner 1 (% of imports),Senegal,,13.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
466,Mali,2015,Major trading partner 1 (% of imports),Senegal,,19.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
466,Mali,2021,Major trading partner 1 (% of imports),Senegal,,22.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
466,Mali,2010,Major trading partner 2 (% of exports),Switzerland,,12.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
466,Mali,2015,Major trading partner 2 (% of exports),Switzerland,,15.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
466,Mali,2021,Major trading partner 2 (% of exports),Switzerland,,35.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
466,Mali,2010,Major trading partner 2 (% of imports),China,,9.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
466,Mali,2015,Major trading partner 2 (% of imports),China,,15.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
466,Mali,2021,Major trading partner 2 (% of imports),China,,15.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
466,Mali,2010,Major trading partner 3 (% of exports),Bangladesh,,0.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
466,Mali,2015,Major trading partner 3 (% of exports),Bangladesh,,2.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
466,Mali,2021,Major trading partner 3 (% of exports),Bangladesh,,7.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
466,Mali,2010,Major trading partner 3 (% of imports),Côte d’Ivoire,,7.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
466,Mali,2015,Major trading partner 3 (% of imports),Côte d’Ivoire,,9.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
466,Mali,2021,Major trading partner 3 (% of imports),Côte d’Ivoire,,10.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
470,Malta,2010,Major trading partner 1 (% of exports),Germany,,10.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
470,Malta,2015,Major trading partner 1 (% of exports),Germany,,9.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
470,Malta,2021,Major trading partner 1 (% of exports),Germany,,17.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
470,Malta,2010,Major trading partner 1 (% of imports),Italy,,24.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
470,Malta,2015,Major trading partner 1 (% of imports),Italy,,21.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
470,Malta,2021,Major trading partner 1 (% of imports),Italy,,20.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
470,Malta,2010,Major trading partner 2 (% of exports),France,,9.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
470,Malta,2015,Major trading partner 2 (% of exports),France,,6.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
470,Malta,2021,Major trading partner 2 (% of exports),France,,9.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
470,Malta,2010,Major trading partner 2 (% of imports),United Kingdom,,8.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
470,Malta,2015,Major trading partner 2 (% of imports),United Kingdom,,6.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
